0.999955,0.991754
1.999326,0.957763
2.996895,0.888813
3.991439,0.784986
4.981739,0.646411
5.966582,0.473257
6.944760,0.265737
7.915076,0.024104
8.878984,-0.242092
9.841236,-0.514248
10.806607,-0.775064
11.779092,-1.007777
12.761481,-1.193884
13.753741,-1.316338
14.752192,-1.368126
15.751916,-1.353246
16.748845,-1.276889
17.739416,-1.140970
18.720735,-0.949206
19.691672,-0.710195
20.652931,-0.434708
21.606397,-0.133273
22.554856,0.183613
23.501944,0.504584
24.452064,0.816430
25.409964,1.103355
26.377320,1.356575
27.352947,1.575778
28.335648,1.760697
29.324221,1.911106
30.317452,2.026818
31.314125,2.107694
32.313018,2.153633
33.312907,2.164580
34.312567,2.140520
35.310771,2.081484
36.306298,1.987544
37.297926,1.858815
38.284441,1.695454
39.264633,1.497663
40.237301,1.265682
41.201253,0.999798
42.155307,0.700335
43.098294,0.367660
44.029059,0.002182
44.946461,-0.395653
45.849375,-0.825355
46.736695,-1.286399
47.607333,-1.778220
48.460222,-2.300214
49.294317,-2.851742
50.108595,-3.432129
50.908852,-4.031776
51.726211,-4.607535
52.582566,-5.123510
53.473552,-5.577073
54.394628,-5.965911
55.341099,-6.288042
56.308140,-6.541825
57.290824,-6.725965
58.284141,-6.839526
59.283029,-6.881926
60.282397,-6.852952
61.277151,-6.752749
62.262220,-6.581830
63.232584,-6.341065
64.183298,-6.031680
65.109515,-5.655254
66.006516,-5.213705
66.869727,-4.709283
67.694749,-4.144559
68.477378,-3.522412
69.213624,-2.846012
69.899735,-2.118807
70.532214,-1.344504
71.107837,-0.527048
71.623670,0.329393
72.077084,1.220454
72.465769,2.141595
72.787742,3.088119
73.041364,4.055203
73.225341,5.037917
73.338736,6.031253
73.380971,7.030148
73.351830,8.029511
73.251462,9.024248
73.080378,10.009289
72.839451,10.979613
72.529909,11.930276
72.153329,12.856430
71.759894,13.775727
71.398878,14.708232
71.070724,15.652802
70.775835,16.608280
70.514571,17.573495
70.287252,18.547263
70.094158,19.528391
69.935525,20.515677
69.811548,21.507911
69.722377,22.503876
69.668124,23.502352
69.648853,24.502115
69.664589,25.501940
69.715313,26.500602
69.800962,27.496876
69.921431,28.489541
70.076573,29.477382
70.266198,30.459186
70.490073,31.433752
70.747923,32.399884
71.039433,33.356398
71.364246,34.302123
71.721962,35.235898
72.112145,36.156580
72.534316,37.063040
72.987957,37.954167
73.472512,38.828870
73.987388,39.686075
74.531953,40.524733
75.105540,41.343815
75.707446,42.142318
76.336934,42.919263
76.993231,43.673697
77.675534,44.404697
78.383006,45.111366
79.114780,45.792838
79.869960,46.448279
80.647619,47.076883
81.446805,47.677882
82.266538,48.250539
83.105813,48.794151
83.963603,49.308053
84.838855,49.791615
85.730497,50.244243
86.637435,50.665384
87.558560,51.054521
88.492741,51.411178
89.438834,51.734916
90.395678,52.025340
91.362103,52.282093
92.336922,52.504861
93.318941,52.693370
94.306957,52.847390
95.299759,52.966732
96.296130,53.051250
97.294848,53.100839
98.294690,53.115440
99.294431,53.095034
100.292845,53.039647
101.288708,52.949345
102.280800,52.824241
103.267905,52.664487
104.248814,52.470279
105.222323,52.241855
106.187240,51.979495
107.142383,51.683520
108.086580,51.354294
109.018674,50.992220
109.937523,50.597741
110.842002,50.171341
111.731001,49.713543
112.603430,49.224908
113.458221,48.706034
114.294326,48.157558
115.110721,47.580151
115.906403,46.974522
116.680400,46.341413
117.431761,45.681599
118.159566,44.995889
118.862923,44.285125
119.540970,43.550175
120.192876,42.791943
120.817842,42.011356
121.415101,41.209372
121.983923,40.386973
122.523610,39.545168
123.033500,38.684988
123.512968,37.807487
123.961427,36.913740
124.378327,36.004844
124.763158,35.081913
125.115447,34.146076
125.434763,33.198482
125.720715,32.240291
125.972951,31.272678
126.191163,30.296829
126.375084,29.313940
126.524488,28.325215
126.639192,27.331867
126.719055,26.335112
126.763979,25.336173
126.773910,24.336273
126.748835,23.336639
126.688785,22.338495
126.593833,21.343064
126.464096,20.351567
126.299734,19.365219
126.100946,18.385228
125.867978,17.412797
125.601114,16.449115
